unique_id,Primary_Name,Secondary_Name,Fathers_me,Birthplace,Birthplace_Code,Certainty_of_Birthplace,Work/Living_Places,Work/Living_Places_Code,Endeavor_codes,Endeavors,Era,Century,Fame,philosophy,culture,economy,politics,military,religion
Bassaeus Rufus_512,Bassaeus Rufus,Marcus,,Italy,2164,1,"Italy,Egypt,Rome","0,0,0","408,424,417",,29,,0.1,0,0,0,1,0,0
Calpurnius Piso_513,Calpurnius Piso,,,,,3,NA,0,"113,407",,27,,0.1,0,1,0,1,0,0
Calpurnius Piso (2)_514,Calpurnius Piso (2),Lucius,L. Calpurnius Piso Caesonius,,,3,"Pamphylia,Thrace,Asia,Rome","0,0,0,0","413,417,410,408",,23,,0.4,0,0,0,1,0,0
Calpurnius Piso (3)_515,Calpurnius Piso (3),Lucius,L. Calpurnius Piso (1),,,3,"Rome,Africa","0,0","407,406,504",,25,,0.2,0,1,0,1,0,0
Calpurnius Piso Caesoninus_516,Calpurnius Piso Caesoninus,Lucius,,,,3,"Greece,Macedonia,Rome","0,0,0","404,407,406",,20,,0.3,0,1,0,1,0,0
Calpurnius Piso Frugi_517,Calpurnius Piso Frugi,Lucius,,,,3,"Rome,Morgantina,Henna","0,0,0","425,420,407,404,107,000",,17,,0.2,1,1,0,1,0,0
Calpurnius Piso Frugi Licinianus_518,Calpurnius Piso Frugi Licinianus,Lucius,M. Crassus Frugi; Galba (adopted),,,3,Rome,0,"602,504",,25,,0.3,0,1,0,1,0,0
Calpurnius Siculus_519,Calpurnius Siculus,,,Sicily,2287,2,NA,0,"113,107",,25,,0.7,0,1,0,0,0,0
Calvisius Sabinus_520,Calvisius Sabinus,Gaius,,,,3,"Greece,Africa,Rome,Spain,Rome","0,0,0,0,0","417,406,420,407,419,000,000",,21,,0.2,0,0,0,1,0,0
Cambyses_521,Cambyses,,Cyrus (one),,,3,"Persia,Egypt,Syria","0,0,0","603,",,2,,0.2,0,0,0,1,0,0
Canidius Crassus_522,Canidius Crassus,Publius,,,,3,"Rome,Gaul,Perusia,Albania,Actium,Egypt","0,0,0,0,0,0","417,407",,21,,0.2,0,0,0,1,0,0
Caninius Rebilus_523,Caninius Rebilus,Gaius,,,,3,"Gaul,Thapsus,Munda,Rome","0,0,0,0","413,426,410,407",,21,,0.2,0,0,0,1,0,0
Caninius Rufus_524,Caninius Rufus,,,,,3,Comum,0,"0,",,27,,0.1,0,0,0,0,0,0
Canius Rufus_525,Canius Rufus,,,Gades,,1,NA,0,"113,",,,1,,0,1,0,0,0,0
Cantharus_526,Cantharus,,,Athens,,2,Athens,361,"118,",,6,,0.1,1,0,0,0,0,0
Canuleius (RE 2)_527,Canuleius (RE 2),Gaius,,,,3,Rome,0,"425,",,5,,0.2,0,0,0,1,0,0
Caratacus_528,Caratacus,,,Britain,,1,Britain,0,"417,",,24,,0.2,0,0,0,1,0,0
Carausius_529,Carausius,Marcus Aurelius Mausaeus,,Gaul,2141,1,"English Channel,Britain,Boulogne","0,0,0","423,417,504,601",,34,,0.2,0,1,0,1,0,0
Carcinus (1)_530,Carcinus (1),,Xenotimus,Thoricus,361,1,"Thoricus,Athens","361,0","105,419,412,204",,5,,0.1,1,1,0,1,0,0
Carcinus (2)_531,Carcinus (2),,Xenocles,Attica,,1,"Athens,Syracuse","0,0","105,107",,8,,0.2,1,1,0,0,0,0
Carcinus (3)_532,Carcinus (3),,,upactus,165,2,Naupactus,165,"107,121",,,-5,0.1,0,1,0,0,0,0
Carinus_533,Carinus,Marcus Aurelius Mausaeus,M. Aurelius Carus,,,3,"Rome,Verona,Moesia","0,0,0","601,601,417",,34,,0.2,0,0,0,1,0,0
Carneades_534,Carneades,,,Cyrene,,1,"Babylon,Athens,Rome","0,361,0","110,102,426,107",,17,,0.9,0,1,0,1,0,0
Carneiscus_535,Carneiscus,,,,,3,NA,0,"102,107",,,-3,0.1,0,1,0,0,0,0
Carrinas (RE 1)_536,Carrinas (RE 1),Gaius,,,,3,"Praeneste,Rome","0,0","420,417",,19,,0.1,0,0,0,1,0,0
Cartimandua_537,Cartimandua,,,Brigantia,,1,Brigantia,0,"603,",,25,,0.3,0,0,0,1,0,0
Carus_538,Carus,Marcus Aurelius ,,rbo,,1,"Raetia,Persia,Ctesiphon","0,0,0","601,408,504,417",,34,,0.2,0,1,0,1,0,0
Carvilius_539,Carvilius,,,,,3,Rome,0,"503,110",,13,,0.2,0,1,1,0,0,0
Carvilius Maximus (RE 9)_540,Carvilius Maximus (RE 9),Spurius,,,,3,"Rome,samnium,tarentum","0,0,0","407,417,407,404",,11,,0.1,0,1,0,1,0,0
Cassander_541,Cassander,,Antipater (one),,,3,"Macedonia,Babylon,Triparadeisus,Macedon,Thebes","0,0,0,0,0","417,0,504,603",,10,,0.4,0,1,0,1,0,0
Cassian_542,Cassian,,,Dacia,,1,"Dacia,Syria,Palestine,Egypt,Constantinople,Marseilles","0,0,0,0,0,0","702,107,703",,39,,0.6,1,1,0,0,0,1
Cassiodorus (Magnus Aurelius Cassiodorus Senator)_543,Cassiodorus (Magnus Aurelius Cassiodorus Senator),,,Bruttium,,1,"Bruttium,Italy,Contantinople,Scylacium","0,0,0,0","422,422,408,107,112,000",,44,,0.9,1,1,0,1,0,0
Cassius (1)_544,Cassius (1),,,Rome,2271,1,Rome,0,"307,",,22,,0.1,1,0,0,0,0,0
Cassius (2)_545,Cassius (2),,,,,3,NA,0,"307,109,107",,,3,0.1,1,1,0,0,0,0
Cassius (RE 37) Chaerea_546,Cassius (RE 37) Chaerea,,,,,3,"Lower Germany,rome","0,0","417,425,504",,24,,0.1,0,1,0,1,0,0
Cassius (RE 40) Dio_547,Cassius (RE 40) Dio,,,Nicaea,2224,1,"Nicaea,Rome,Pergamum,Smyrna,Africa,Dalmatia,Upper Pannonia,Bithynia","0,0,0,0,0,0,0,0","420,407,0,410,413,407,108,107",,31,,1.5,1,1,0,1,0,0
Cassius Dionysius_548,Cassius Dionysius,,,Utica,2336,1,Utica,0,"112,107",,19,,0.1,0,1,0,0,0,0
Cassius Hemina_549,Cassius Hemina,Lucius,,,,3,NA,0,"108,107",,,-2,0.2,1,1,0,0,0,0
Cassius Longinus_550,Cassius Longinus,,,,,3,"Athens,Palmyra","361,0","119,102,110,422,107",,33,,0.2,1,1,0,1,0,0
Cassius Longinus (1)_551,Cassius Longinus (1),Gaius,,,,1,"Rome,Carrhae,Syria,Judaea,Sicily,Tarsus,Rome,Asia,Syria,Rhodes,Philippi","0,0,0,0,0,0,0,0,0,0,0","504,418,418,425,419,000,000",,21,,0.6,0,1,0,1,0,0
Cassius (RE 60) Longinus (2)_552,Cassius (RE 60) Longinus (2),Gaius,,,,3,"Rome,Asia Minor,Syria,Sardinia,Rome","0,0,0,0,0","420,407,406,409,111,000",,25,,0.2,1,1,0,1,0,0
Cassius (RE 65) Longinus_553,Cassius (RE 65) Longinus,Lucius,,,,3,"Rome,Greece,Rome,Asia","0,0,0,0","410,425",,21,,0.1,0,0,0,1,0,0
Cassius (RE 70) Longinus_554,Cassius (RE 70) Longinus,Quintus,,,,3,Further Spain,0,"418,425,406",,20,,0.2,0,0,0,1,0,0
Cassius (RE 72) Longinus Ravilla_555,Cassius (RE 72) Longinus Ravilla,Lucius,,,,3,Rome,0,"425,407,404,0",,17,,0.2,0,1,0,1,0,0
Cassius (RE 80) Parmensis (i.e. of Parma)_556,Cassius (RE 80) Parmensis (i.e. of Parma),Gaius,,,,3,Rome,0,"604,113",,21,,0.1,0,1,0,1,0,0
Cassius (RE 89) Severus_557,Cassius (RE 89) Severus,,,,,1,"Rome,Seriphos","0,517","411,107",,24,,0.1,0,1,0,0,0,0
Cassius (RE 91) Vecellinus_558,Cassius (RE 91) Vecellinus,Spurius,,,,1,Rome,0,"407,407,407",,3,,0.2,0,0,0,1,0,0
Cassivellaunus_559,Cassivellaunus,,,Britain,,1,Kent,0,"603,412",,20,,0.2,0,0,0,1,0,0
Castor of Rhodes_560,Castor of Rhodes,,,Rhodes,1000,1,NA,0,"119,108,107",,,-1,0.1,1,1,0,0,0,0
Catius_561,Catius,Titus,,Insubria,2159,1,NA,0,"107,102",,,-1,0.1,0,1,0,0,0,0
Catullus (1)_562,Catullus (1),Gaius Valerius,,Vero,2341,1,"Rome,Bithynia","0,0","117,107",,20,,1.7,0,1,0,0,0,0
Catullus (2) (RE 2)_563,Catullus (2) (RE 2),,,,,3,NA,0,"107,",,,1,0.2,0,1,0,0,0,0
"Cebes, of Thebes (1)_564","Cebes, of Thebes (1)",,,Thebes,,1,"Thebes,Athens","0,0","102,107",,6,,,0,1,0,0,0,0
Celsus_565,Celsus,,,,,3,NA,0,"102,107",,30,,0.3,0,1,0,0,0,0
Censorinus_566,Censorinus,,,,,1,Rome,0,"114,111,107",,32,,0.2,1,1,0,0,0,0
Cephalas ('Big-head')_567,Cephalas ('Big-head'),Constantinus,,,,3,Constantinople,0,"0,",,59,,,0,0,0,0,0,0
Cephisodorus (1)_568,Cephisodorus (1),,,,,3,NA,0,"118,107",,6,,0.1,1,1,0,0,0,0
Cephisodorus (2)_569,Cephisodorus (2),,,Athens,,2,Athens,361,"108,107",,NA,,0.1,1,1,0,0,0,0
Cephisodotus (1)_570,Cephisodotus (1),,,Athens,,1,Athens,361,"201,",,8,,0.1,0,1,0,0,0,0
Cephisodotus (2)_571,Cephisodotus (2),,Praxiteles,Athens,,1,Athens,361,"201,",,10,,0.2,0,1,0,0,0,0
Cercidas of Megalopolis_572,Cercidas of Megalopolis,,,Megalopolis,282,1,"Megalopolis,Sellasia","282,0","427,0,113,417,107",,14,,0.4,0,1,0,1,0,0
Cercops of Miletus_573,Cercops of Miletus,,,Miletus,854,1,Miletus,854,"121,",,,-6,0.1,0,1,0,0,0,0
"Cersobleptes (or Cersebleptes, IG 2. 65 b)_574","Cersobleptes (or Cersebleptes, IG 2. 65 b)",,Cotys I,Odrysia,,1,Odrysia,0,"603,",,8,,0.4,0,0,0,1,0,0
Cervidius Scaevola_575,Cervidius Scaevola,Quintus,,Carthage,,2,Rome,0,"409,107",,30,,0.4,0,1,0,0,0,0
Cestius Epulo_576,Cestius Epulo,Gaius,,Rome,2271,1,Rome,0,"402,",,,1,0.1,0,0,0,1,0,0
Cestius (RE 9) Gallus_577,Cestius (RE 9) Gallus,Gaius,,,,3,"Rome,Syria,Palestine","0,0,0","407,413,417",,24,,0.1,0,0,0,1,0,0
Cestius (RE 13) Pius_578,Cestius (RE 13) Pius,Lucius,,Smyr,867,1,Rome,0,"119,107",,22,,0.1,1,1,0,0,0,0
Cestius Faventinus_579,Cestius Faventinus,Marcus,,,,3,NA,0,"205,107",,,4,0.1,0,1,0,0,0,0
Chabrias_580,Chabrias,,,Athens,,1,"Athens,Boeotia,Naxos,Egypt,Cyprus,Hellespont,Chios","361,0,0,0,0,0,0","423,412",,8,,0.3,0,0,0,1,0,0
Chaeremon (1)_581,Chaeremon (1),,,,,3,NA,0,"105,107",,,-4,0.2,1,1,0,0,0,0
Chaeremon (2) (RE 7)_582,Chaeremon (2) (RE 7),,,Alexandria,,1,Alexandria,0,"704,107,110,108",,24,,0.1,1,1,0,0,0,1
Chaerephon_583,Chaerephon,,,Athens,,1,Athens,361,"0,",,6,,0.2,0,0,0,0,0,0
Chaeris_584,Chaeris,,,,,3,NA,0,"107,104",,NA,,0.1,0,1,0,0,0,0
Chalcidius_585,Chalcidius,,,,,3,NA,0,"112,107",,,4,0.2,0,1,0,0,0,0
Chamaeleon_586,Chamaeleon,,,Heraclea Pontica,0,1,NA,0,"102,107,104",,,-4,0.2,0,1,0,0,0,0
Chares (1)_587,Chares (1),,,Athens,,1,"Athens,Sestus,Byzantium,Olynthus, Chaeronea,Sigeum,Mytilene,Taenarum","361,0,0,588,0,0,0,0","412,",,9,,0.3,0,0,0,1,0,0
Chares (2)_588,Chares (2),,,Mytilene,798,1,Susa,0,"108,422,107",,10,,0.1,1,1,0,1,0,0
Chares (3)_589,Chares (3),,,,,3,NA,0,"107,102",,,-3,0.1,0,1,0,0,0,0
Chares (4)_590,Chares (4),,,Lindos,997,1,"Lindos,Rhodes","997,0","201,",,10,,0.2,0,1,0,0,0,0
Charidemus_591,Charidemus,,,Oreus,372,1,"Athens,Olynthus,Attica,Persia","0,0,0,0","412,",,9,,0.3,0,0,0,1,0,0
Charisius_592,Charisius,Flavius Sosipater,,,,3,NA,0,"114,107",,,4,0.2,1,1,0,0,0,0
Chariton_593,Chariton,,,Aphrodisias,,1,Aphrodisias,0,"107,106",,NA,,0.6,0,1,0,0,0,0
Charmadas_594,Charmadas,,,,,3,Athens,0,"110,102,107",,17,,0.1,0,1,0,0,0,0
Charmides_595,Charmides,,,Athens,,1,Athens,361,"102,504,411,427",,6,,0.1,0,1,0,1,0,0
Charon (2)_596,Charon (2),,,Lampsacus,2172,1,Lampsacus,478,"108,107",,-5,,0.4,1,1,0,0,0,0
Charondas_597,Charondas,,,Cata,,1,"Catana,Rhegium","0,68","0,",,,-6,0.1,0,0,0,0,0,0
Charops_598,Charops,,,Epirus,,1,"Rome,Epirus","0,0","427,",,15,,0.1,0,0,0,1,0,0
Chilon_599,Chilon,,,Sparta,345,1,Sparta,345,"0,0",,-1,,0.2,0,0,0,0,0,0
Chionides_600,Chionides,,,Attica,,1,Athens,361,"118,107",,3,,0.1,1,1,0,0,0,0
Choerilus (1)_601,Choerilus (1),,,Athens,,1,Athens,361,"105,107",,2,,0.2,1,1,0,0,0,0
Choerilus (2)_602,Choerilus (2),,,Samos,864,1,"Samos,Macedon","864,0","113,107",,6,,0.1,0,1,0,0,0,0
Choerilus (3)_603,Choerilus (3),,,Iasus,2153,1,"Macedon,Chaeronea,Danube,Sardis,Ephesus,Miletus,Halicarnassus,Lycia,Pamphilia,Phrygia,Tyre,Gaza,Babylon,Susa,Persepolis,Ectabana,Bactria,India,Babylon","0,0,0,0,0,0,0,0,0,0,0,Gaza,Babylon,Susa,Persepolis,Ectabana,Bactria,India,Babylon","113,",,9,,0.1,0,1,0,0,0,0
Chremonides_604,Chremonides,,Eteocles,Athens,,1,"Athens,Egypt","361,0","427,423,419,102",,12,,0.2,0,0,0,1,0,0
Christodorus_605,Christodorus,,,Coptus,,1,NA,0,"113,107,108",,42,,0.1,1,1,0,0,0,0
Chrysermus_606,Chrysermus,,,Alexandria,,1,Alexandria,0,"307,107",,,-1,0.3,1,1,0,0,0,0
Chrysippus_607,Chrysippus,,,Soli,1021,1,Athens,361,"102,107",,13,,0.3,0,1,0,0,0,0
Chrysostom_608,Chrysostom,John,,Antioch,,1,"Antioch,Constantinople,Armenia","0,0,0","701,107,703",,38,,0.3,1,1,0,0,0,1
Cimon_609,Cimon,,Miltiades,Athens,,1,"Athens,Sparta,Byzantium,Eion on the Strymon,Scyros,Eurymedon,Thasos,Sparta,Tanagra,Athens,Cyprus","361,345,0,0,0,0,0,0,0,0,0","604,427,412",,4,,1,0,0,0,1,0,0
Cinaethon of Lacedaemon_610,Cinaethon of Lacedaemon,,,Lacedaemon,,1,NA,,"121,107",,,-6,,0,1,0,0,0,0
Cincius Alimentus_611,Cincius Alimentus,Lucius,,Rome,2271,2,"Rome,Sicily","0,0","402,108,107,420",,14,,0.1,1,1,0,1,0,0
Cineas (1)_612,Cineas (1),,,Thessaly,2316,1,"Thessaly,Ai Khanoum","0,0","0,",,10,,0.1,0,0,0,0,0,0
Cineas (2)_613,Cineas (2),,,Thessaly,2316,1,"Thessaly,Rome","0,0","411,426,107,108",,11,,0.1,1,1,0,1,0,0
Cinesias_614,Cinesias,,,Athens,,1,Athens,361,"113,107",,7,,0.1,0,1,0,0,0,0
Claudia Acte_615,Claudia Acte,,,Asia Minor,,1,Rome,0,"602,0",,25,,0.1,0,0,0,1,0,0
Claudia Octavia_616,Claudia Octavia,,Claudius,Rome,2271,3,"Rome,Campania,Pandateria","0,0,0","606,",,25,,0.2,0,0,0,1,0,0
Claudian_617,Claudian,Claudius Claudianus,,Alexandria,,1,"Alexandria,Italy,Rome","0,0,0","113,0",,38,4,0.5,0,1,0,0,0,0
Claudius I_618,Claudius I,Tiberius Claudius (RE 256) Nero Germanicus,Nero Claudius Drusus,Lugdunum,,1,"Rome,Britain,Camulodunum,Rome","0,0,0,0","601,423,407,601,412,407,407,Censor, writer, historian, builder, legislator, deified",,24,1,2.9,0,0,0,1,0,0
Claudius II_619,Claudius II,,,,,3,Rome,0,"601,",,,3,,0,0,0,1,0,0
Claudius (RE 29)_620,Claudius (RE 29),Quintus,,,,3,Rome,0,"425,427",,14,-3,0.1,0,0,0,1,0,0
Claudius (RE 31)_621,Claudius (RE 31),Tiberius,,Smyr,,1,"Smyrna,Rome,Rome","867,0,0","422,503,424,422,604",,26,1,0.1,0,0,1,1,0,0
Claudius Aristocles_622,Claudius Aristocles,Tiberius,,Pergamum,,1,"Pergamum,Rome,Italy,Asia Minor","828,0,0,0","102,109,407,110,107",,,2,0.1,1,1,0,1,0,0
Claudius Atticus Herodes (1)_623,Claudius Atticus Herodes (1),Tiberius ('Atticus'),,Athens,,1,"Athens,Rome,Judaea","361,0,0","422,407,406,407",,27,2,0.2,0,0,0,1,0,0
Claudius Atticus Herodes (2)_624,Claudius Atticus Herodes (2),Tiberius (Lucius Vibullius Hipparchus Tiberius Claudius Atticus Herodes),,Athens,,1,"Athens,Rome","361,0","109,407,110,0,212,107",,28,2,0.3,1,1,0,1,0,0
Claudius (RE 82 and Suppl. 5) Balbillus_625,Claudius (RE 82 and Suppl. 5) Balbillus,Tiberius,Ti. Claudius Thrasyllus,,,3,"Rome,Britain,Egypt, Alexandria,Egypt","0,0,0,0,0","408,425,422,0,408",,25,1,0.4,0,0,0,1,0,0
Claudius (RE 91) Caecus_626,Claudius (RE 91) Caecus,Appius,,,,3,"Rome,Etruria,Campania,Samnium,Rome","0,0,0,0,0","404,407,407,420,423,000,000,000",,11,-3,0.5,0,1,0,1,0,0
Claudius Caesar Britannicus_627,Claudius Caesar Britannicus,Tiberius,Claudius,,,3,Rome,0,"602,",,24,1,0.2,0,0,0,1,0,0
Claudius (RE 102) Caudex_628,Claudius (RE 102) Caudex,Appius,,,,3,"Rome,Syracuse","0,47","407,417",,12,-3,0.1,0,0,0,1,0,0
Claudius Charax_629,Claudius Charax,Aulus,,Pergamum,,1,"Pergamum,Rome,Britain,Cilicia,Rome","828,0,0,0,0","108,402,417,406,407,000",,28,2,0.1,1,1,0,1,0,0
Claudius Cogidubnus_630,Claudius Cogidubnus,Tiberius,,Britain,,3,Britain,0,"603,212",,25,1,0.1,0,1,0,1,0,0
Claudius (RE 123) Crassus Inregillensis Sabinus_631,Claudius (RE 123) Crassus Inregillensis Sabinus,Appius,,,,3,Rome,0,"407,427,0,427",,4,-5,0.2,0,0,0,1,0,0
Claudius (RE 139; Suppl. 1) Drusus_632,Claudius (RE 139; Suppl. 1) Drusus,Nero,Ti. Claudius Nero,Rome,,1,"Rome,Alps,Gaul,Lugdunum,Germany,Vetera,Borkum,North Sea,Rome,Lippe River,Weser,Aliso,Germany,Elbe,Rhine","0,0,0,0,0,0,0,0,0,0,0,Aliso,Germany,Elbe,Rhine","602,422,418,412,212,417,404,General, conqueror, sailor, urban praetor, general, builder, proconsul, consul",,22,-1,0.6,0,1,0,1,0,0
Claudius (RE 143) Etruscus_633,Claudius (RE 143) Etruscus,,Tiberius Claudius,,,3,Rome,0,"604,423,0",,26,1,0.1,0,0,0,1,0,0
Claudius (RE 82) (II) Gothicus_634,Claudius (RE 82) (II) Gothicus,Marcus Aurelius,,Danube,,3,"Danube,Northern Italy, Balkans, Naissus,Sirmium","0,0,0,0,0","601,412",,33,3,0.3,0,0,0,1,0,0
Claudius Mamertinus_635,Claudius Mamertinus,,,,,3,Constantinople,0,"107,407",,37,4,0.1,0,1,0,1,0,0
Claudius (RE 216) Marcellus (1)_636,Claudius (RE 216) Marcellus (1),Gaius,,,,3,"Rome,Italy","0,0","604,407,427",,20,-1,0.2,0,0,0,1,0,0
Claudius (RE 217) Marcellus (2)_637,Claudius (RE 217) Marcellus (2),Gaius,,,,3,"Rome,Greece","0,0","604,407,417",,21,-1,0.1,0,0,0,1,0,0
Claudius (RE 220) Marcellus (1)_638,Claudius (RE 220) Marcellus (1),Marcus,,Rome,,1,"Rome,Gaul,Clastidium,Mediolanum,Rome,Nola,Rome,Casilinum,Sicily,Syracuse,Rome,Acragas,Rome,Venusia","0,0,0,0,0,0,0,0,0,0,0,Acragas,Rome,Venusia","417,309,421,420,407,420,407,Procunsul, general, consul, proconsul",,14,-3,0.5,0,1,0,1,1,0
Claudius (RE 222) Marcellus (2)_639,Claudius (RE 222) Marcellus (2),Marcus,M. Claudius Marcellus (1),,,3,"Rome,Sicily,Rome,Gaul,Comum,Northern Italy,Rome","0,0,0,0,0,0,0","425,421,420,407,413,000,000,000",,15,-2,0.2,0,1,0,1,0,0
Claudius (RE 225) Marcellus (3)_640,Claudius (RE 225) Marcellus (3),Marcus,M. Claudius Marcellus (2),,,3,"Rome,Hither Spain,Further Spain,Rome,Northern Italy,Rome,Hither Spain,Masinissa","0,0,0,0,0,0,0,0","403,425,420,406,407,000,000,000",,16,-2,0.3,0,0,0,1,0,0
Claudius (RE 229) Marcellus (4)_641,Claudius (RE 229) Marcellus (4),Marcus,,,,3,"Rome,Mytilene,Piraeus","0,0,0","407,427",,20,-1,0.2,0,0,0,1,0,0
Claudius (RE 230) Marcellus (5)_642,Claudius (RE 230) Marcellus (5),Marcus,C. Claudius Marcellus (1),,,3,"Rome,Spain,Rome","0,0,0","423,421",,22,-1,0.2,0,1,0,1,0,0
Claudius Marcellus Aeserninus_643,Claudius Marcellus Aeserninus,Marcus,,,,3,Rome,0,"402,420,411",,23,1,0.1,0,1,0,1,0,0
Claudius Maximus_644,Claudius Maximus,,,,,3,"Rome,Upper Pannonia,Africa,Oea","0,0,0,0","402,0,110,406,410,409",,29,2,0.1,0,1,0,1,0,0
Claudius (RE 246) Nero_645,Claudius (RE 246) Nero,Gaius,,,,3,"Nola,Capua,Spain,Canusium,Rome,Metaurus,Rome,East (Macedonia?)","0,0,0,0,0,0,0,0","423,420,420,417,423,407,412,Ambassador",,14,-3,0.3,0,0,0,1,0,0
Claudius (RE 254) Nero_646,Claudius (RE 254) Nero,Tiberius,,,,3,"Rome,Alexandria,Narbonese Gaul,Rome,Perusia,Campania,Sicily,Greece,Rome","0,0,0,0,0,0,0,0,0","418,419,427,420,423,000",,21,-1,0.3,0,1,0,1,0,0
Claudius (RE 282) Pompeianus_647,Claudius (RE 282) Pompeianus,Tiberius,,Antioch,,1,"Antioch,Rome,Lower Pannonia,Rome,Italy,Rome","0,0,0,0,0,0","0,402,406,417,407,407",,29,2,0.3,0,0,0,1,0,0
Claudius (RE 295) Pulcher (1)_648,Claudius (RE 295) Pulcher (1),Appius,,,,3,"Rome,Gaul,Rome","0,0,0","407,404,427,427,0",,17,-2,0.2,0,1,0,1,0,0
Claudius (RE 296) Pulcher (2)_649,Claudius (RE 296) Pulcher (2),Appius,A. Claudius Pulcher (1),,,3,"Rome,Macedonia","0,0","420,427,504,407,0,417",,19,-1,0.2,0,1,0,1,0,0
Claudius (RE 297) Pulcher (3)_650,Claudius (RE 297) Pulcher (3),Appius,A. Claudius Pulcher (2),,,3,"Rome,Sardinia,Rome,Cilicia,Rome,Greece","0,0,0,0,0,0","423,420,406,407,406,000,000",,20,-1,0.4,0,1,0,1,0,0
Claudius (RE 300) Pulcher_651,Claudius (RE 300) Pulcher,Gaius,,,,3,"Rome,Istria,Rome,Liguria,Rome,Mutina,Rome","0,0,0,0,0,0,0","309,420,407,417,404,000",,16,-2,0.4,0,1,0,1,1,0
Claudius (RE 304) Pulcher_652,Claudius (RE 304) Pulcher,Publius,,,,3,"Rome,Drepana,Rome","0,0,0","407,419",,13,-3,0.1,0,0,0,1,0,0
Claudius (RE 308) Quadrigarius_653,Claudius (RE 308) Quadrigarius,Quintus,,rOME,,1,Rome,0,"108,107",,19,-1,0.2,1,1,0,0,0,0
Claudius Subatianus Aquila_654,Claudius Subatianus Aquila,Tiberius,,Cuicul,,1,"Cuicul,Mesopotamia,Egypt","0,0,0","408,408,406",,31,3,0.1,0,0,0,1,0,0
Claudius Thrasyllus (RE 7)_655,Claudius Thrasyllus (RE 7),Tiberius,,Alexandria,,1,"Alexandria,Rhodes,Rome","0,1000,0","303,107,102",,24,1,0.2,1,1,0,0,0,0
Cleanthes_656,Cleanthes,,,Assos,,1,"Assos,Athens","769,361","102,110,111,107",,11,-3,0.3,1,1,0,0,0,0
Clearchus (1)_657,Clearchus (1),,,Sparta,,1,"Sparta,Byzantium,Persia,Cunaxa","345,0,0,0","423,417,605,417,412",,6,-5,0.2,0,0,0,1,0,0
Clearchus (2)_658,Clearchus (2),,,Athens,,1,Athens,361,"118,107",,9,-4,0.1,1,1,0,0,0,0
Clearchus (3) (RE 11)_659,Clearchus (3) (RE 11),,,Soli,,1,"Soli, Cyprus,Athens,Bactria","0,361,0","111,107,301,312,310",,9,-4,0.2,1,1,0,0,0,0
Cledonius_660,Cledonius,,,,,3,Constantinople,0,"114,402,107",,,5,0.1,1,1,0,1,0,0
Cleidemus_661,Cleidemus,,,,,3,NA,0,"108,107",,8,-4,0.2,1,1,0,0,0,0
Cleisthenes (1)_662,Cleisthenes (1),,,Sicyon,,1,"Sicyon,Crisa,Delphi","228,0,0","605,417,506",,-2,-6,0.2,0,1,0,1,0,0
Cleisthenes (2)_663,Cleisthenes (2),,Megacles,Athens,,1,"Athens,Delphi,Athens","361,0,361","414,427,427,504,0",,2,-6,0.6,0,1,0,1,0,0
Cleitarchus_664,Cleitarchus,,Dinon,Alexandria,,1,Alexandria,0,"108,107",,10,-4,0.3,1,1,0,0,0,0
Cleitus (1)_665,Cleitus (1),The Black,,Macedonia,,1,"Macedonia,Granicus,Marakanda","0,0,0","604,417,417",,9,-4,0.2,0,0,0,1,0,0
Cleitus (2)_666,Cleitus (2),The White,,Macedonia,,1,"Macedonia,Lydia,Propontis,Thrace","0,0,0,0","423,417,417,419,406,000",,10,-4,0.2,0,0,0,1,0,0
Clement of Alexandria_667,Clement of Alexandria,Titus Flavius Clemens,,Athens,,2,"Athens,Alexandria,Cappadocia,Jerusalem","361,0,0,0","0,501,107,111,107,702,110,102",,30,2,0.7,1,1,0,0,0,1
Clement of Rome_668,Clement of Rome,,,Rome,,1,Rome,0,"107,107,701,0,106",,27,2,0.3,0,1,0,0,0,1
Cleomedes (RE 3)_669,Cleomedes (RE 3),,,,,3,NA,0,"303,107",,37,4,0.2,1,1,0,0,0,0
Cleomenes (1) I_670,Cleomenes (1) I,,Axandridas II,Sparta,,1,"Sparta,Argos,Athens,Athens,Sepeia,Sparta,Aegina,Sparta","345,0,361,361,0,345,0,345","603,412,427",,2,-6,0.5,0,0,0,1,0,0
Cleomenes (2) III_671,Cleomenes (2) III,,Leonidas,Sparta,,1,"Sparta,Tegea,Mantinea,Orchomenus,Caphyae,Mt. Lycaeum,Ladoceia,Sparta,Arcadia,Argos,Corinth,Megalopolis,Sellasia,Alexandria","345,0,0,0,0,0,0,345,0,0,0,Megalopolis,Sellasia,Alexandria","603,412,427,427",,13,-3,0.4,0,0,0,1,0,0
Cleomenes (3)_672,Cleomenes (3),,,ucratis,,1,"Naucratis,Egypt,Alexandria","0,0,0","422,406",,9,-4,0.2,0,0,0,1,0,0
Cleon_673,Cleon,,,Athens,,1,"Athens,Thrace,Torone,Galepsus,Stagira,Amphipolis","361,0,0,0,0,0","427,412,427,412,411",,5,-5,0.5,0,1,0,1,0,0
Cleonides_674,Cleonides,,,,,3,NA,0,"107,210",,,2,0.1,0,1,0,0,0,0
Cleonymus_675,Cleonymus,,,Athens,,1,"Athens,Delion","361,0","427,423,107",,5,-5,0.2,0,1,0,1,0,0
