unique_id,Primary_Name,Secondary_Name,Fathers_me,Birthplace,Birthplace_Code,Certainty_of_Birthplace,Work/Living_Places,Work/Living_Places_Code,Endeavor_codes,Endeavors,Era,Century,Fame,philosophy,culture,economy,politics,military,religion
Ennius_974,Ennius,Quintus,,Messapia,2208,1,"Messapia,Sardinia,Rome, Aetolia,Rome","0,0,0,0,0","423,110,105,118,121,000,000",,15,,1.9,1,1,0,1,0,0
Ennodius_975,Ennodius,Magnus Felix,,Provence,2266,1,"Milan,Pavia","0,0","701,113,107",,42,,0.2,0,1,0,0,0,1
Epaminondas_976,Epaminondas,,,Thebes,2314,1,"Thebes,Leuctra, Mantinea, ","0,0,281","412,422,423",,7,,0.7,0,0,0,1,0,0
Epaphroditus_977,Epaphroditus,,,,,3,Rome,0,"503,422",,25,,0.2,0,0,1,1,0,0
Epaphroditus (two)_978,Epaphroditus (two),,,Chaeronea,,1,"Chaeronea,Alexandria,Rome","0,0,0","503,503,122,104",,,1,0.2,0,1,1,0,0,0
Ephialtes (four)_979,Ephialtes (four),,,Athens,,1,"Athens,Phaselis,Athens","361,942,361","427,417",,4,,0.2,0,0,0,1,0,0
Ephialtes (five)_980,Ephialtes (five),,,Trachis,195,1,"Trachis,Thessaly","195,0","504,",,3,,0.1,0,1,0,0,0,0
Ephippus_981,Ephippus,,,,,3,Athens,361,"118,",,9,,0.1,1,0,0,0,0,0
Ephippus (two)_982,Ephippus (two),,,Olynthus,588,1,NA,0,"108,",,9,,0.1,1,0,0,0,0,0
Ephorus_983,Ephorus,,,Cyme,,1,Cyme,0,"108,",,8,,0.1,1,0,0,0,0,0
Ephraem Syrus_984,Ephraem Syrus,,,Nisibis,2226,1,"Nisibis,Edessa","0,535","113,",,37,,0.2,0,1,0,0,0,0
Epicharmus_985,Epicharmus,,,Sicily,2287,1,Sicily,0,"118,",,3,,0.6,1,0,0,0,0,0
Epicrates_986,Epicrates,,,Ambracia,,1,"Ambracia,Athens","113,0","118,",,8,,0.1,1,0,0,0,0,0
Epictetus_987,Epictetus,,,Hierapolis (Phrygia),0,1,"Hierapolis,Rome,Nicopolis (Epirus)","0,0,0","102,503,110",,,1,0.6,0,1,1,0,0,0
Epicurus_988,Epicurus,,Neocles,Samos,864,1,"Athens,Colophon,Mytilene,Lampsacus,Athens","361,0,798,748,361","102,110,107",,11,,2.7,0,1,0,0,0,0
Epigenes_989,Epigenes,,,Sicyon,2288,1,Sicyon,228,"105,",,NA,,0.1,1,0,0,0,0,0
Epigenes (two)_990,Epigenes (two),,,,,3,Athens,361,"118,",,9,,,1,0,0,0,0,0
Epigonus_991,Epigonus,,,Pergamon,828,1,Pergamon,828,"201,",,13,,0.2,0,1,0,0,0,0
Epilycus_992,Epilycus,,,Greece,,1,Greece,0,"118,",,NA,,0.1,1,0,0,0,0,0
Epimenides_993,Epimenides,,,Crete,,1,"Crete,Athens","0,361","309,",,-3,,0.2,0,0,0,0,1,0
Epiphanius_994,Epiphanius,,,Eleutheropolis,,1,Salamis,363,"702,701,107,703",,38,,0.2,1,1,0,0,0,1
Epitadeus_995,Epitadeus,,,Sparta,345,1,Sparta,345,"422,",,,-4,0.3,0,0,0,1,0,0
Eprius Marcellus_996,Eprius Marcellus,Titus Clodius,,Capua,,1,"Capua,Rome,Lycia,Cyprus,Rome,Asia,Rome","0,0,0,0,0,0,0","420,413,410,407,411",,25,,0.3,0,1,0,1,0,0
Erasistratus_997,Erasistratus,,,Iulis,,1,Iulis,0,"304,107",,12,,1.3,1,1,0,0,0,0
Eratocles_998,Eratocles,,,,,3,NA,0,"210,",,6,,0.2,0,1,0,0,0,0
Eratosthenes_999,Eratosthenes,,,Cyrene,,1,"Cyrene,Athens,Alexandria","1028,361,0","110,122,104,301,102,000,000",,14,,1.4,1,1,0,0,0,0
Erinna_1000,Erinna,,,Teos,868,3,NA,0,"113,",,,-4,0.3,0,1,0,0,0,0
Eriphus_1001,Eriphus,,,,,3,Athens,0,"118,",,,-4,0.1,1,0,0,0,0,0
Erotian_1002,Erotian,,,,,3,NA,0,"308,107",,,1,0.1,1,1,0,0,0,0
Erucius_1003,Erucius,,,Cyzicus,,1,Cyzicus,0,"112,",,20,,0.2,0,1,0,0,0,0
Erucius Clarus_1004,Erucius Clarus,Sextus,,,,3,"Rome,Nisibis,Rome","0,0,0","413,408,407",,28,,0.1,0,0,0,1,0,0
Euangelus_1005,Euangelus,,,,,3,NA,0,"118,",,NA,,0.1,1,0,0,0,0,0
Euanthius_1006,Euanthius,,,,,3,NA,0,"104,107",,,4,0.1,0,1,0,0,0,0
Eubulides_1007,Eubulides,,,Miletus,854,1,Miletus,854,"111,110",,9,,0.2,1,1,0,0,0,0
Eubulus (one)_1008,Eubulus (one),,,Athens,,1,Athens,361,"422,427",,8,,0.6,0,0,0,1,0,0
Eubulus (two)_1009,Eubulus (two),,,,,3,Athens,361,"118,",,8,,0.3,1,0,0,0,0,0
Euclid_1010,Euclid,,,,,2,NA,0,"301,",,12,,0.7,1,0,0,0,0,0
Euclides (one)_1011,Euclides (one),,,Megara,225,1,"Megara,Athens","225,361","102,110",,6,,0.2,0,1,0,0,0,0
Euclides (two)_1012,Euclides (two),,,Athens,,1,Athens,361,"414,",,6,,0.1,0,0,0,1,0,0
Eucratides I_1013,Eucratides I,,Heliocles,Graeco-Bactrian Kingdom,,1,"Graeco-Bactrian Kingdom,Sogdiana, Arachosia, Drangiana, Aria,India","0,0,0,0,0,0","603,",,16,,0.5,0,0,0,1,0,0
Euctemon_1014,Euctemon,,,,,3,Athens,361,"303,",,5,,0.2,1,0,0,0,0,0
Eudemus_1015,Eudemus,,,Rhodes,1000,1,Athens,361,"107,102,110,108,302",,10,,0.3,1,1,0,0,0,0
Eudorus_1016,Eudorus,,,Alexandria,0,3,Alexandria,0,"102,107",,21,,,0,1,0,0,0,0
Eudoxus (one)_1017,Eudoxus (one),,,Cnidus,,1,"Athens,Egypt,Cyzicus,Propontis,Caria,Athens,Cnidus","361,0,0,0,0,361,0","301,301,102,308,107",,8,,0.7,1,1,0,0,0,0
Eudoxus (three)_1018,Eudoxus (three),,,Cyzicus,,1,"Egypt,India,Alexandria,East Africa,Alexandria,Gades,Mauretania,West Africa","0,0,0,0,0,0,0,0","501,",,17,,0.2,0,1,0,0,0,0
Eudoxus (two)_1019,Eudoxus (two),,,Rhodes,1000,1,Rhodes,1000,"108,",,14,,0.1,1,0,0,0,0,0
Euenus_1020,Euenus,,,Paros,509,1,Paros,509,"119,109,113",,,-5,0.1,1,1,0,0,0,0
Euetes_1021,Euetes,,,Athens,361,3,Athens,361,"105,118",,6,,,1,0,0,0,0,0
Eugenius_1022,Eugenius,Flavius,,,,3,"Rome,Frigidus River","0,0","601,119,422",,38,,0.2,1,0,0,1,0,0
Eugraphius_1023,Eugraphius,,,,,3,NA,0,"107,104",,43,,0.1,0,1,0,0,0,0
Euhemerus_1024,Euhemerus,,,Messene,318,1,Messene,318,"106,",,10,,0.6,0,1,0,0,0,0
Eumelus_1025,Eumelus,,,Corinth,,1,Corinth,227,"113,",,,-8,0.2,0,1,0,0,0,0
Eumenes I_1026,Eumenes I,,,Pergamum,828,1,"Pergamum,Mysia,Aeolis,Sardis","828,0,0,0","603,",,12,,0.2,0,0,0,1,0,0
Eumenes II_1027,Eumenes II,,Attalus I,Pergamum,828,1,"Pergamum,Magnesia","828,0","603,",,15,,0.6,0,0,0,1,0,0
Eumenes (three)_1028,Eumenes (three),,,Cardia,,1,"Chaeronea,Danube,Sardis,Ephesus,Miletus,Halicarnassus,Lycia,Pamphilia,Phrygia,Tyre,Gaza,Babylon,Susa,Persepolis,Ectabana,Bactria,India,Babylon,Cappadocia","0,0,0,0,0,0,0,0,0,0,0,Babylon,Susa,Persepolis,Ectabana,Bactria,India,Babylon,Cappadocia","422,417,401,412",,9,,0.4,0,0,0,1,0,0
Eumenius (RE 1)_1029,Eumenius (RE 1),,,,,3,Augustodunum,0,"110,411,422,107",,34,,0.2,0,1,0,1,0,0
Eunapius_1030,Eunapius,,,Sardis,2279,1,"Sardis,Athens,Sardis","0,361,0","109,108,110,107",,38,,0.6,1,1,0,0,0,0
Eunus_1031,Eunus,,,Syria,2304,1,"Enna,Morgantina","0,37","503,504,417",,17,,0.1,0,1,1,1,0,0
Euphantus_1032,Euphantus,,,Olynthus,588,3,Macedonia,0,"110,108,107,105",,10,,0.1,1,1,0,0,0,0
Euphorion (one)_1033,Euphorion (one),,Aeschylus,,,3,Athens,0,"206,105,107",,5,,0.1,1,1,0,0,0,0
Euphorion (two)_1034,Euphorion (two),,,Chalcis,,1,Antioch,0,"113,122,111,107",,13,,0.6,1,1,0,0,0,0
Euphranor_1035,Euphranor,,,Greece,,1,Greece,0,"201,202,107",,8,,0.2,0,1,0,0,0,0
Euphron_1036,Euphron,,,,,3,NA,0,"118,107",,13,,0.1,1,1,0,0,0,0
Eupolemus_1037,Eupolemus,,,Palestine,2239,1,Palestine,0,"108,107",,17,,0.1,1,1,0,0,0,0
Eupolis_1038,Eupolis,,,,,3,Athens,361,"118,107",,6,,0.5,1,1,0,0,0,0
Euripides_1039,Euripides,,,Athens,,1,"Athens,Macedon","361,0","206,105,107",,5,,5.1,1,1,0,0,0,0
Eurybiades_1040,Eurybiades,,,Sparta,345,1,"Sparta,Salamis,Artemisium","345,363,0","417,",,3,,0.1,0,0,0,1,0,0
Eurydice (two)_1041,Eurydice (two),,granddaughter of Perdiccas III and Philip I,Macedonia,,1,Macedonia,0,"606,602,0",,9,,0.2,0,0,0,1,0,0
Eusebius_1042,Eusebius,,,Caesarea,,1,"Caesarea in Palestine,Nicaea,Tyre,Jerusalem","0,0,0,0","107,111,701,108",,35,,1.2,1,1,0,0,0,1
Eustathius_1043,Eustathius,,,Constantinople,,1,"Constantinople ,Thessalonica","0,0","702,119,701,107,111,000",,,12,0.7,1,1,0,0,0,1
Eustochius_1044,Eustochius,,,Alexandria,,1,Alexandria,0,"307,111",,33,,0.1,1,0,0,0,0,0
Euthycles_1045,Euthycles,,,,,3,NA,0,"118,107",,NA,,0.1,1,1,0,0,0,0
Euthydemus (one)_1046,Euthydemus (one),,,Chios,,1,Athens,0,"109,",,,-5,0.1,1,0,0,0,0,0
Euthydemus I (two)_1047,Euthydemus I (two),,,Magnesia,,1,Graeco-Bactrian Kingdom,0,"603,",,14,,0.2,0,0,0,1,0,0
Euthydemus II (three)_1048,Euthydemus II (three),,Demetrius I (eight),Bactria,,1,Bactria,0,"603,",,16,,0.1,0,0,0,1,0,0
Euthymus_1049,Euthymus,,,,,3,"Olympia,Temesa","0,0","506,",,3,,,0,1,0,0,0,0
Eutropius (one)_1050,Eutropius (one),,,Gaul,,1,"Gaul,Persia","0,0","108,422,422,407,107",,37,,0.3,1,1,0,1,0,0
Eutropius (two)_1051,Eutropius (two),,,,,3,Constantinople,0,"422,422,407",,38,,0.1,0,0,0,1,0,0
Eutyches (RE 6)_1052,Eutyches (RE 6),,,,,3,Constantinople ,0,"114,107",,,6,0.1,1,1,0,0,0,0
Eutychides_1053,Eutychides,,,Sicyon,2288,1,Sicyon,228,"201,",,10,,0.1,0,1,0,0,0,0
Euxenides_1054,Euxenides,,,Athens,,1,Athens,361,"118,107",,4,,0.1,1,1,0,0,0,0
Evagoras_1055,Evagoras,,,Salamis,363,1,Salamis,363,"603,",,7,,0.4,0,0,0,1,0,0
Evagrius Scholasticus_1056,Evagrius Scholasticus,,,,,3,Antioch,0,"409,108,107",,46,,0.1,1,1,0,0,0,0
Ex(s)uperantius _1057,Ex(s)uperantius ,Iulius,,,,3,NA,0,"108,107",,,4,0.1,1,1,0,0,0,0
Ezechiel_1058,Ezechiel,,,Alexandria,,2,Alexandria,0,"105,107",,NA,,0.2,1,1,0,0,0,0
Fabius Ambustus (RE 44)_1059,Fabius Ambustus (RE 44),Marcus,,,,3,"Rome,Latium,Etruria","0,0,0","407,422,605",,8,,0.2,0,0,0,1,0,0
Fabius Ambustus (RE 48)_1060,Fabius Ambustus (RE 48),Quintus,,,,3,"Cllusium,Rome","0,0","426,407",,7,,0.3,0,0,0,1,0,0
Fabius Buteo (RE 53)_1061,Fabius Buteo (RE 53),Marcus,,,,3,"Rome,Carthage","0,0","407,404,426,605",,13,,0.1,0,1,0,1,0,0
Fabius Cilo_1062,Fabius Cilo,Lucius,,Baetica,,1,"Baetica,Perinthus,Pontus-Bithynia, Upper Moesia, Upper Pannonia, Rome","0,678,0,0,0,0","408,407,417,406",,30,,0.2,0,0,0,1,0,0
Fabius Gallus (RE 6)_1063,Fabius Gallus (RE 6),Marcus,,,,3,Rome,0,"102,107",,21,,0.1,0,1,0,0,0,0
Fabius Iustus (RE 90)_1064,Fabius Iustus (RE 90),Lucius,,,,1,"Rome,Lower Moesia,Syria","0,0,0","413,407,406",,27,,0.1,0,0,0,1,0,0
Fabius (RE 102) Maximus_1065,Fabius (RE 102) Maximus,Paullus,Q. Fabius Maximus,,,3,"Rome,Asia,Spain","0,0,0","407,410,707,707",,23,,0.3,0,0,0,1,0,0
Fabius (RE 110) Maximus (Allobrogicus)_1066,Fabius (RE 110) Maximus (Allobrogicus),Quintus,Q. Fabius Maximus Aemilianus,,,2,"Rome,Spain,Transalpine Gaul,Rome","0,0,0,0","420,418,407,410,404",,18,,0.2,0,1,0,1,0,0
Fabius (RE 109) Maximus Aemilianus_1067,Fabius (RE 109) Maximus Aemilianus,Quintus,L. Aemilius Paullus (two),,,3,"Rome,Macedonia,Sicily,Further Spain,Numantia","0,0,0,0,0","420,407,410",,16,,0.2,0,0,0,1,0,0
Fabius (RE 114) Maximus Rullianus_1068,Fabius (RE 114) Maximus Rullianus,Quintus,,,,3,"Rome,Samnium,Apulia,Saticula,Lautulae,Campania,Etruria,Rome,Samnium,Sentinum","0,0,0,0,0,0,0,0,0,0","605,407,404",,10,,0.5,0,1,0,1,0,0
Fabius (RE 116) Maximus Verrucosus_1069,Fabius (RE 116) Maximus Verrucosus,Quintus,grandson of Q. Fabius Maximus Rullianus,,,3,"Rome,Liguria,Rome,Campania,Casilinum,Samnium,Tarentum,Rome","0,0,0,0,0,0,0,0","404,407,605,707,407,000",,14,,0.5,0,1,0,1,0,0
Fabius (RE 126) Pictor_1070,Fabius (RE 126) Pictor,Quintus,,,,3,"Rome,Delphi","0,177","108,403,107",,14,,0.3,1,1,0,1,0,0
Fabius (RE 140) Rusticus_1071,Fabius (RE 140) Rusticus,,,Spain,2293,1,Spain,0,"108,107",,26,,0.2,1,1,0,0,0,0
Fabius (RE 143) Sanga_1072,Fabius (RE 143) Sanga,Quintus,,,,1,Rome,0,"402,",,20,,0.2,0,0,0,1,0,0
Fabius (RE 151) Valens_1073,Fabius (RE 151) Valens,,,Agnia,,1,"Rome,Lower Germany,Bedriacum,Gallia Narbonensis","0,0,0,0","407,417",,25,,0.2,0,0,0,1,0,0
Fabricius (RE 9) Luscinus_1074,Fabricius (RE 9) Luscinus,Gaius,,,,3,"Rome,Thurii,Italy","0,0,0","407,404",,11,,0.3,0,1,0,1,0,0
Fabricus (RE 15) Veiento_1075,Fabricus (RE 15) Veiento,Aulus Didus Gallus,,,,3,"Rome,Exile,Rome","0,0","407,",,25,,0.5,0,0,0,1,0,0
Fannius _1076,Fannius ,Gaius,,,,3,Rome,0,"420,407,425,108,107",,17,,0.2,1,1,0,1,0,0
Fannius Caepio_1077,Fannius Caepio,,,,,3,Rome,0,"417,",,8,,0.2,0,0,0,1,0,0
Faustina (RE 'Annius' 120)_1078,Faustina (RE 'Annius' 120),Annia Galeria,,,,3,Rome,0,"606,602,0",,27,,0.1,0,0,0,1,0,0
Favonius (RE 1)_1079,Favonius (RE 1),Marcus,,,,3,"Rome,Phillipi","0,637","421,420,504",,20,,0.2,0,1,0,1,0,0
Favonius (RE 2) Eulogius_1080,Favonius (RE 2) Eulogius,,,Carthage,,1,Carthage,0,"119,107",,39,,0.1,1,1,0,0,0,0
Favorinus_1081,Favorinus,,,Arleate,,1,"Arleate,Massalia,Athens, Corinth, Ionia,Rome","0,3,361,227,0,0","109,102,423,704,107",,28,,0.5,1,1,0,1,0,1
Felix_1082,Felix,Flavius,,,,3,NA,0,"113,402,107",,,6,0.1,0,1,0,1,0,0
Felix_1083,Felix,Claudius Felix?,,,,3,"Rome,Judaea,Rome","0,0,0","410,503",,25,,0.2,0,0,1,1,0,0
Fenestella_1084,Fenestella,NA,,,,3,NA,0,"108,111,107",,22,,0.1,1,1,0,0,0,0
Festus_1085,Festus,,,Tridentum,2328,1,"Tridentum,Asia","0,0","108,402,410,422,107",,37,,0.2,1,1,0,1,0,0
Filocalus_1086,Filocalus,Furius Dionysius,,,,3,Rome,0,"107,107,108",,37,,0.1,1,1,0,0,0,0
Firmicus Maternus_1087,Firmicus Maternus,Iulius,,Syracuse,47,1,Syracuse,47,"303,107",,36,,0.3,1,1,0,0,0,0
Flaminius (RE 2) (one)_1088,Flaminius (RE 2) (one),Gaius,,,,3,"Rome,Italy,Sicily, Insubria, Gaul, Ariminum, Arretium,Trasimene","0,0,0,0,0,0,0,0","425,420,407,404,406,000,000",,13,,0.6,0,1,0,1,0,0
Flaminius (RE 3) (two)_1089,Flaminius (RE 3) (two),Gaius,Gaius Flaminius (one),,,3,"Rome,Hither Spain,Rome,Liguria","0,0,0,0","420,406,407",,15,,0.2,0,0,0,1,0,0
Flavia (RE 227) Domitilla_1090,Flavia (RE 227) Domitilla,NA,,,,3,"Rome,Exile","0,0","606,602",,26,,0.1,0,0,0,1,0,0
Flavia Iulia_1091,Flavia Iulia,NA,Emperor Titus,,,3,Rome,0,"606,602",,26,,0.1,0,0,0,1,0,0
Flavius (RE 15)_1092,Flavius (RE 15),Gnaeus,,,,3,Rome,0,"422,107,425,402,421",,11,,0.3,0,1,0,1,0,0
Flavius Caper_1093,Flavius Caper,NA,,,,3,NA,0,"308,107",,,2,0.1,1,1,0,0,0,0
Flavius (RE 62; Supp. 12) Clemens_1094,Flavius (RE 62; Supp. 12) Clemens,,grandson of Flavius Sabinus,,,3,Rome,0,"407,602",,26,,0.2,0,0,0,1,0,0
Flavius (RE 78) Domitianus_1095,Flavius (RE 78) Domitianus,Titus  ,Flavius Clemens,,,3,Rome,0,"602,",,26,,0.1,0,0,0,1,0,0
Flavius (RE 88) Fimbria_1096,Flavius (RE 88) Fimbria,Gaius,,,,3,"Rome,Asia","0,0","413,417",,19,,0.2,0,0,0,1,0,0
Flavius (RE 169) Sabinus_1097,Flavius (RE 169) Sabinus,Titus,"grandson of Flavius Sabinus, son of Flavius Sabinus (next)",,,3,Rome,0,"407,602",,25,,0.2,0,0,0,1,0,0
Flavius (RE 166; Suppl. 12) Sabinus_1098,Flavius (RE 166; Suppl. 12) Sabinus,,,,,3,"Rome,Britain,Moesia,Rome","0,0,0,0","407,413,408",,24,,0.2,0,0,0,1,0,0
Florianus (RE 46)_1099,Florianus (RE 46),Marcus Annius,,,,3,"Rome,Tarsus","0,0","408,602,601",,33,,0.1,0,0,0,1,0,0
Florus (RE 9)_1100,Florus (RE 9),Lucius Annaeus OR Publius Annius OR Annius,,,,3,"Rome,Tarraco","0,0","108,113,119,107",,,2,0.4,1,1,0,0,0,0
Fonteius_1101,Fonteius,Marcus,,,,3,"Rome,Spain,Macedonia,Transalpine Gaul,Rome","0,0,0,0,0","420,406",,19,,0.1,0,0,0,1,0,0
Fritigern_1102,Fritigern,,,,,3,Hadrianople,0,"607,",,38,,0.1,0,0,0,1,0,0
Fufius (RE 10) Calenus_1103,Fufius (RE 10) Calenus,Quintus,,,,3,"Rome,Gaul,Greece,Rome,Italy,Gaul","0,0,0,0,0,0","425,420,407,406",,20,,0.1,0,0,0,1,0,0
Fulgentius_1104,Fulgentius,Fabius Planciades,,Carthage,,2,NA,0,"107,111",,42,,0.4,1,1,0,0,0,0
Fulvia (RE 'Fulvius' 113)_1105,Fulvia (RE 'Fulvius' 113),,,,,2,"Rome,Italy,Praeneste","0,0,0","606,",,20,,0.3,0,0,0,1,0,0
Fulvia Plautilla Augusta_1106,Fulvia Plautilla Augusta,Publia,,,,3,"Rome,Lipara","0,0","606,602",,30,,0.1,0,0,0,1,0,0
Fulvius (RE 58) Flaccus_1107,Fulvius (RE 58) Flaccus,Marcus,,,,3,"Rome,Massilia,Rome","0,3,0","422,407",,17,,0.2,0,0,0,1,0,0
Fulvius (RE 59) Flaccus (one)_1108,Fulvius (RE 59) Flaccus (one),Quintus,,,,3,"Rome,Northern Italy,Rome,Beneventum,Capua,Campania,Capua,Bruttium,Rome","0,0,0,0,0,0,0,0,0","407,420,404,605",,14,,0.3,0,1,0,1,0,0
Fulvius (RE 61) Flaccus (two)_1109,Fulvius (RE 61) Flaccus (two),Quintus,Q. Fulvius Flaccus (one),,,3,"Rome,Spain,Rome,Liguria,Rome","0,0,0,0,0","421,420,407,404",,16,,0.2,0,1,0,1,0,0
Fulvius (RE 73) Iunius Macrianus_1110,Fulvius (RE 73) Iunius Macrianus,Titus,Fulvius Macrianus,,,3,Thrace,0,"601,",,33,,0.2,0,0,0,1,0,0
Fulvius (RE 91) Nobilior_1111,Fulvius (RE 91) Nobilior,Marcus,,,,3,"Rome,Spain,Rome,Ambracia,Cephallenia,Rome","0,0,0,0,0","420,410,407,404",,15,,0.3,0,1,0,1,0,0
Fulvius (RE 101) Plautianus_1112,Fulvius (RE 101) Plautianus,Gaius,,Lepcis Mag,,1,"Lepcis Magna,Rome","0,0","408,402,408,422,407",,30,,0.2,0,0,0,1,0,0
Fundianius (RE 'Fundanius' 2)_1113,Fundianius (RE 'Fundanius' 2),Gaius,,,,3,"Italy,Spain","0,0","118,423,107",,21,,0.1,1,1,0,1,0,0
Furius (RE 34) Antias_1114,Furius (RE 34) Antias,Aulus,,Antium,,1,Rome,0,"121,107",,18,,0.1,0,1,0,0,0,0
Furius (RE 37) Bibaculus_1115,Furius (RE 37) Bibaculus,Marcus,,Cremo,,1,Rome,0,"113,121,107",,19,,0.3,0,1,0,0,0,0
Furius (RE 41) Camillus (one)_1116,Furius (RE 41) Camillus (one),Lucius,,,,3,"Rome,northern Campania","0,0","605,407",,8,,0.1,0,0,0,1,0,0
Furius (RE 42) Camillus_1117,Furius (RE 42) Camillus,Lucius,,,,3,"Rome,Latium","0,0","407,",,9,,0.1,0,0,0,1,0,0
Furius (RE 44) Camillus_1118,Furius (RE 44) Camillus,Marcus,,,,3,"Rome,Capena,Veii,Falerii,Rome,Sutrium?,Tusculum","0,0,0,0,0,0,0","407,404,605",,6,,0.8,0,1,0,1,0,0
Furius (RE 78) Philus_1119,Furius (RE 78) Philus,Lucius,,,,3,"Rome,Hither Spain","0,0","407,",,17,,0.2,0,0,0,1,0,0
Furius (RE 89) Sabinius Aquila Timesitheus_1120,Furius (RE 89) Sabinius Aquila Timesitheus,Gaius,,,,3,"Rome,Gordian eastern campaign","0,0","410,408,602",,32,,0.2,0,0,0,1,0,0
Furius Victorinus_1121,Furius Victorinus,Titus,,,,3,"Italy,Egypt,Rome","0,0,0","417,424,408,408,408,000,000",,32,,0.1,0,0,0,1,0,0
Gabinius (1) (RE 6)_1122,Gabinius (1) (RE 6),Aulus,,,,3,"Macedonia,Achaea,0","0,Rome","0,425",,17,-2,0.9,0,0,0,1,0,0
Gabinius (2) (RE 10-11)_1123,Gabinius (2) (RE 10-11),Aulus,,,,3,"Rome,Eastern provinces,Rome,Syria,Judaea,Rome,Rome,Illyria,Salonae","0,0,0,0,0,0,0,0,0","425,426,425,427,407,406,0,423",,20,-1,,0,0,0,1,0,0
Gaiseric_1124,Gaiseric,,,,,3,"Spain,North Africa,Carthage,Rome","0,0,0,0","603,412,0",,41,5,1.1,0,0,0,1,0,0
Gaius (1)_1125,Gaius (1),Caligula (Gaius Iulius RE 133) Caesar Germanicus),Germanicus,Antium,,1,"Rhine,Eastern provinces,Rome,Capreae,Rome,Gaul,Rhine,Rome","0,0,0,0,0,0,0,0","601,0,418,427,407,407,407",,24,1,,0,0,0,1,0,0
Gaius (2) (RE 2)_1126,Gaius (2) (RE 2),,,,,3,"Rome,Berytus","0,773","409,110,107",,29,2,0.1,0,1,0,0,0,0
Galba_1127,Galba,Servius Supicius (RE 63),C. Sulpicius Galba,,,3,"Rome,Aquitiana,Rome,Upper Germany,Africa,Hispania Tarraconensis,Rome","0,0,0,0,0,0,0","601,604,406,407,406,000,000,000",,25,1,0.1,0,0,0,1,0,0
Galen_1128,Galen,,,Pergamum,828,1,"Pergamum,Smyrna,Alexandria,Pergamum,Rome,Rome","828,867,0,0,0,0","307,107,114,102,120,000,000",,29,2,0.4,1,1,0,0,0,0
Galerius_1129,Galerius,Gaius Galerius Valerius Maximianus (RE 2),,Romulianum,2272,1,"Danube,Rome,Egypt,Carrhae,Callinicum,Balkans,Armenia,Tigris,Ctesiphon,Euphrates,Danube Provinces,Nicomedia,Asia Minor,Italy,Carnuntum","0,0,0,0,0,0,0,0,0,0,0,Nicomedia,Asia Minor,Italy,Carnuntum","601,0,423,408,601,412,601",,34,3,0.4,0,0,0,1,0,0
Galerius (RE 8) Trachalus_1130,Galerius (RE 8) Trachalus,Publius,,Ariminum,,2,"Ariminum,Rome,Africa ","0,0,0","407,411,107,410",,25,1,0.1,0,1,0,1,0,0
Gallus Caesar_1131,Gallus Caesar,Flavius Claudius Constantius,,,,3,"Eastern empire,Antioch,Milan,Pola","0,0,0,0","601,412",,37,4,,0,0,0,1,0,0
Gargilius Martialis_1132,Gargilius Martialis,Quintus,,,,3,NA,0,"107,107",,32,3,2.5,0,1,0,0,0,0
Gaudentius (RE 1)_1133,Gaudentius (RE 1),,,,,3,NA,0,"107,301,110",,NA,4,,1,1,0,0,0,0
Gavius (RE 11) Bassus_1134,Gavius (RE 11) Bassus,,,,,3,NA,0,"111,107",,NA,-1,0.2,1,1,0,0,0,0
Gavius Maximus_1135,Gavius Maximus,Marcus,Gavius Bassus,Rome,2271,1,"Rome,Ephesus,Mauretania Tingitana,Rome","0,0,0,0","408,419,424,408",,28,2,0.9,0,0,0,1,0,0
Gavius (RE 22) Silo_1136,Gavius (RE 22) Silo,,,Spain,,1,"Spain,Tarraco","0,0","0,",,21,-1,,0,0,0,0,0,0
Gelimer_1137,Gelimer,,,Africa,,3,"Africa,Carthage,Constantinople,Galatia","0,0,0,0","603,412",,44,6,0.1,0,0,0,1,0,0
Gellius (RE 2)_1138,Gellius (RE 2),Aulus,,,,3,"Africa,Rome,Athens,Cephisia,Delphi,Rome","0,0,0,0,0,0","107,111,501,409,114",,30,2,0.2,1,1,0,0,0,0
Gellius (RE 4)_1139,Gellius (RE 4),Gnaeus,,,,3,Rome,0,"108,107",,17,-2,0.1,1,1,0,0,0,0
Gelon (RE 3)_1140,Gelon (RE 3),,Deinomenes,Sicily,,1,"Sicily,Gela,Acragas,Western Sicily,Syracuse,Leontini,Camarina,Eubeoa, Sicily,Megara Hyblaea,Syracuse,Himera,Syracuse","0,0,0,0,0,0,0,0,0,0,0,Syracuse","605,417,412,427,412,000",,3,-5,,0,1,0,1,0,0
Geminus (RE 1)_1141,Geminus (RE 1),,,,,3,NA,0,"107,301,110,303",,25,1,,1,1,0,0,0,0
Genucius (RE 5)_1142,Genucius (RE 5),Lucius,,Rome,,2,Rome,0,"425,107,427",,9,-4,0.1,0,1,0,1,0,0
Gessius Florus_1143,Gessius Florus,,,Clazomee,,1,"Clazomenae,Judea","0,0","423,424",,25,1,0.2,0,0,0,1,0,0
Gildas_1144,Gildas,,,Britain,,1,Britain,0,"107,108",,44,6,0.1,1,1,0,0,0,0
Gildo_1145,Gildo,,King Nubel,Mauretania,,1,"Mauretania,Rome,Africa","0,0,0","423,417,504",,38,4,0.7,0,1,0,1,0,0
