name,polis_id,xcoord,ycoord,City_ethnic,Constitution,Region,Size_of_Territory,Demos,Boule,Dikasterion,Gerousia,Nomothetai,Other_Institutions,Total_Institutions,phratriai,demoi,phylai,other_civic_subdivision,Proxenoi,Theorodokoi,Theorodokoi_Type,Panhellenic_Victors,Panhellenic_Victors_Specific_Games,Members_of_the_Delian_League,Stasis,Destruction,Type_of_Destruction,Andrapodismos,Destruction_of_urban_center,Dioikismos,Expulsion_of_population,Population_killed_off,Synoikismos,City_Walls,Political_Architecture,Temple,Theatre,Stoas,Gymnasia,Stadia,Hippodromes,Total_Public_Building_Types,Colonisation
none,none,none,none,none,checkbox,parallel,parallel,binary,checkbox,binary,binary,binary,binary,parallel,binary,binary,binary,binary,binary,binary,binary,binary,parallel,binary,parallel,binary,parallel,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,parallel,parallel
,,,,,"NR,Dem,Ol,Pol,Tyr,Bas",,,,"val1,val2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304-Epeion,304,21.83333333,37.58333333,,NR,15,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298-Teuthis,298,22,37.58333333,Teuthidas,NR,14,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
273-Helisson,273,22.25,37.58333333,Heliswasios,Dem,14,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
281-Mantinea,281,22.41666667,37.58333333,Mantineus,Dem,14,4,1,val1,1,0,0,0,3,0,0,1,1,0,0,0,1,3,0,1,1,8,0,1,1,0,0,0,1,1,1,1,1,0,0,0,3,0
284-Nestane,284,22.5,37.58333333,Nestanios,NR,14,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356-Tiryns,356,22.83333333,37.58333333,Tirynthios,NR,18,2,1,val1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,9,0,1,0,1,0,1,1,0,1,0,1,0,0,0,2,0
352-Methana,352,23.33333333,37.58333333,Methanaios,NR,18,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
492-Keria,492,24.33333333,37.58333333,Keriatas,NR,25,1,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494-Koresia,494,24.41666667,37.58333333,Koresios,"Dem,Ol",25,1,1,val2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
854-Miletos,854,27.25,37.58333333,Milesios,NR,38,5,1,val2,0,0,0,0,2,0,0,1,0,1,1,1,1,3,1,4,1,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,37
856-Myous,856,27.41666667,37.58333333,Myessios,NR,38,2,1,val2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
921-Parpariotai,921,27.5,37.58333333,Parpariotai,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874-Amyzon,874,27.66666667,37.58333333,Amyzoneus,NR,39,0,1,val2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
917-Naxia,917,27.66666667,37.58333333,Naxiates,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939-Thasthareis,939,27.66666667,37.58333333,Thasthareis,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871-Alinda,871,27.83333333,37.58333333,Alindeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
870-Alabanda,870,27.91666667,37.58333333,Alabandeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
824-Neon Teichos,824,40.45,37.63333333,,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
801-Aigai (Aiolis),801,50.45,37.63333333,Aigaieus,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8
25-Hippana,25,13.41666667,37.66666667,Hipanatas,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7-Agyrion,7,14.5,37.66666667,Agyrinaios,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0
6-Adranon,6,14.83333333,37.66666667,Adranites,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
305-Epitalion,305,21.5,37.66666667,Epitalieus,NR,15,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309-Phrixa,309,21.75,37.66666667,Phrixia,NR,15,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
301-Thisoa,301,22.08333333,37.66666667,Thisoaios,NR,14,0,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
283-Methydrion,283,22.16666667,37.66666667,Methydrieus,NR,14,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
302-Torthyneion,302,22.16666667,37.66666667,Tothyneus,NR,14,0,0,val1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
347-Argos,347,22.75,37.66666667,Argeios,"Dem,Ol,Tyr",18,5,1,val1,0,0,0,1,3,0,0,1,2,3,0,0,1,15,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,4,1
348-Epidauros,348,23.16666667,37.66666667,Epidayrios,NR,18,4,1,val1,0,0,0,0,2,0,0,1,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,4
479-Delos,479,24.08333333,37.66666667,Delios,NR,25,1,1,val2,0,0,0,0,2,0,0,1,1,3,0,0,0,0,1,1,1,4,0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,2
491-Kasos,491,24.33333333,37.66666667,Kasios,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493-Kimolos,493,24.33333333,37.66666667,Kimolios,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480-Eteokarpathioi,480,26.16666667,37.66666667,,NR,25,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481-Halasarna,481,26.16666667,37.66666667,Halasarnitas,NR,25,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
864-Samos,864,26.91666667,37.66666667,Samios,33,38,5,1,val2,0,0,0,0,2,0,0,1,0,1,0,0,1,10,1,3,1,16,0,0,0,0,1,0,1,1,1,1,0,0,0,0,2,12
869-Thebai,869,27.16666667,37.66666667,Thebaios,Tyr,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
857-Naulochon,857,27.25,37.66666667,,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861-Priene,861,27.33333333,37.66666667,Prieneus,NR,38,3,1,val2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0
14-Engyon,14,14.58333333,37.75,Engyinos,NR,2,0,0,val1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141-Zakynthos,141,20.91666667,37.75,Zakynthios,NR,6,4,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
299-Thaliades,299,21.91666667,37.75,,NR,14,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300-Thelphousa,300,21.91666667,37.75,,NR,14,4,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
272-Halous,272,22,37.75,,Dem,14,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275-Kaphiai,275,22.25,37.75,Kaphyieus,NR,14,4,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
286-Orchemenos,286,22.33333333,37.75,Orchomenios,NR,14,3,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0
354-Orneai,354,22.58333333,37.75,Orenates,"Dem,Ol,Tyr",18,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
353-Mykenai,353,22.75,37.75,Mykenaios,NR,18,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
358-Aigina,358,23.5,37.75,Aiginetes,NR,19,2,0,val1,1,0,0,0,1,0,0,0,1,3,0,0,1,15,1,1,1,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,2
26-Imachara,26,14.33333333,37.83333333,Imacharaios,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41-Naxos,41,15.25,37.83333333,Naxios,NR,2,4,0,val1,0,0,0,0,0,1,0,1,0,0,0,0,1,10,0,1,1,5,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,3
48-Tauromenion,48,15.25,37.83333333,Tauromenitas,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
294-Psophis,294,21.91666667,37.83333333,Psophidios,NR,14,4,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
265-Thraistos,265,22.41666667,37.83333333,Thraistios,NR,13,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296-Stymphalos,296,22.5,37.83333333,Stymphalios,"Dem,Ol",14,3,1,val1,0,0,0,0,2,0,0,0,0,3,1,5,1,15,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
355-Phleious,355,22.66666667,37.83333333,Phleiasios,NR,18,3,0,val1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
351-Kleonai,351,22.75,37.83333333,Kleonaios,NR,18,3,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
838-Anais,838,27.25,37.83333333,Ana_tes,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853-Marathesion,853,27.25,37.83333333,Maratheios,"Dem,Ol,Tyr",38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863-Pygela,863,27.25,37.83333333,Pygeleus,"Bas,Dem,Ol,Tyr",38,1,1,val2,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
851-Leukophrys,851,27.5,37.83333333,,"Dem,Ol",38,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852-Magnesia,852,27.5,37.83333333,Magnes,NR,38,0,1,val2,0,0,0,0,2,0,0,1,0,2,1,1,1,10,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
941-Tralleis,941,27.91666667,37.83333333,Traldeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24-Himera,24,13.83333333,37.91666667,Himeraios,NR,2,5,0,val1,0,0,0,0,0,1,0,1,0,0,0,0,1,15,0,1,1,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
244-Tritaia,244,21.66666667,37.91666667,Tritaieus,NR,12,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288-Paion,288,22,37.91666667,,NR,14,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
276-Kleitor,276,22.08333333,37.91666667,Kleitorios,NR,14,5,0,val1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
291-Pheneos,291,22.33333333,37.91666667,Pheneeus,Dem,14,4,0,val1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
171-Ambryssos,171,22.66666667,37.91666667,Ambryssios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
227-Pagai,227,23.91666667,37.91666667,Pagaios,"Ol,Tyr",11,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
501-Mykonos,501,24.41666667,37.91666667,Mykonios,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844-Ephesos,844,27.25,37.91666667,Ephesios,35,38,5,1,val2,0,0,0,0,2,0,0,1,1,3,1,1,1,6,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
32-Kephaloidion,32,14,38,Kephaloiditas,"Dem,Ol,Tyr",2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11-Alaisa,11,14.25,38,Alaisinos,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Apollonia,13,14.58333333,38,Apolloniates,Tyr,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
237-Leontion,237,21.91666667,38,Leontesios,"Dem,Ol",12,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
278-Kynaitha,278,22.08333333,38,Kynaitheus,NR,14,3,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279-Lousoi,279,22.08333333,38,Losiatas,NR,14,2,1,val1,0,0,0,0,1,0,0,0,0,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
285-Nonakris,285,22.25,38,Nonakrieus,NR,14,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228-Sikyon,228,22.75,38,Sikyonios,"Dem,Ol",11,4,0,val1,0,0,0,0,0,0,0,1,0,1,1,16,1,15,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
225-Korinthos,225,23.33333333,38,Korinthios,31,11,5,1,val1,0,1,0,0,3,0,0,1,4,3,1,3,1,15,0,5,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,4,13
363-Salamis,363,23.58333333,38,Salaminios,NR,20,2,1,val1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
361-Athenai,361,23.75,38,Athenaios,Ol,20,5,1,val1,1,1,1,0,5,0,0,0,0,3,1,8,1,15,0,9,1,5,1,1,0,0,0,0,1,1,1,1,1,1,1,1,6,39
373-Karystos,373,24.41666667,38,Karystios,NR,21,4,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,1,15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
858-Notion,858,27.16666667,38,Notieus,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12-Alontion,12,14.25,38.08333333,Alontinos,Tyr,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-Abakainon,5,15.08333333,38.08333333,Abakaininos,"Dem,Pol",2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35-Longane,35,15.16666667,38.08333333,Longenaios,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68-Rhegion,68,15.66666667,38.08333333,Rheginos,NR,3,5,1,val1,0,0,0,0,1,0,0,0,0,0,1,3,1,3,0,2,1,5,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2
241-Pharai,241,21.75,38.08333333,Pharaieus,"Dem,Ol",12,0,0,val1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242-Phelloe,242,22.41666667,38.08333333,,"Dem,Ol",12,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240-Pellene,240,22.58333333,38.08333333,Pelleneus,"Dem,Ol",12,3,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226-Megara,226,23.16666667,38.08333333,Megareus,NR,11,4,1,val1,1,0,0,0,3,0,0,1,2,3,1,3,1,15,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,7
362-Eleusis,362,23.58333333,38.08333333,,NR,20,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
868-Teos,868,26.75,38.08333333,Teios,NR,38,3,0,val2,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
855-Myonnesos,855,26.83333333,38.08333333,Myonnesios,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850-Lebedos,850,27,38.08333333,Lebedios,NR,38,2,0,val2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848-Kolophon,848,27.16666667,38.08333333,Kolophonios,NR,38,4,1,val2,0,0,0,0,2,0,0,0,1,2,0,0,1,3,1,3,1,2,0,1,0,0,0,0,1,1,1,0,1,0,0,0,2,2
49-Tyndaris,49,15.08333333,38.16666667,Tyndarites,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
51-Zankle/Messana,51,15.58333333,38.16666667,Zanklaios/Messanios,Tyr,2,4,1,val1,0,0,0,0,1,0,0,1,0,0,1,3,1,3,0,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2
125-Kranioi,125,20.5,38.16666667,Kranios,"Dem,Ol,Tyr",6,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
135-Pronnoi,135,20.75,38.16666667,Pronnos,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
234-Dyme,234,21.58333333,38.16666667,Dymaios,NR,12,0,0,val1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
238-Olenos,238,21.66666667,38.16666667,Olenios,"Dem,Ol",12,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
236-Keryneia,236,22.16666667,38.16666667,Keryneus,"Dem,Ol",12,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
233-Boura,233,22.25,38.16666667,Bourios,"Dem,Ol",12,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230-Aigeira,230,22.33333333,38.16666667,Aigeirates,"Dem,Ol",12,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
218-Siphai,218,23.08333333,38.16666667,Siphaieus,NR,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
224-Aigosthena,224,23.25,38.16666667,Aigosthenitas,"Bas,Dem,Ol,Tyr",11,1,0,val1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
377-Styra,377,24.25,38.16666667,Styreus,NR,21,1,0,val1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849-Korykos,849,26.58333333,38.16666667,Korykaios,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837-Airai,837,26.66666667,38.16666667,Airaios,NR,38,1,1,val2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
38-Mylai,38,15.25,38.25,Mylaios,NR,2,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59-Lokroi,59,16.25,38.25,Lokros,NR,3,3,1,val1,0,1,0,0,3,0,1,1,1,0,1,3,1,10,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,5
132-Paleis,132,20.41666667,38.25,Paleus,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
136-Same,136,20.66666667,38.25,Samaios,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
239-Patrai,239,21.75,38.25,Patreus,"Dem,Ol",12,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
243-Rhypai/Rhype,243,22,38.25,Rhyps,"Dem,Ol",12,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231-Aigion,231,22.08333333,38.25,Aigieus,"Dem,Ol",12,2,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
166-Oianthea,166,22.16666667,38.25,Oiantheus,NR,8,0,0,val1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235-Helike,235,22.16666667,38.25,Helikeus,"Dem,Ol",12,1,0,val1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
174-Boulis,174,22.83333333,38.25,Boulios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202-Chorsiai,202,22.91666667,38.25,Chorsieus,NR,10,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223-Thisbai,223,23,38.25,Thisbeus,NR,10,3,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222-Thespiai,222,23.16666667,38.25,,NR,10,4,0,val1,0,0,0,0,1,0,0,0,0,1,1,3,1,3,0,2,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
205-Eutresis,205,23.25,38.25,Eutretidieus,Ol,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
