name,polis_id,xcoord,ycoord,City_ethnic,Constitution,Region,Size_of_Territory,Demos,Boule,Dikasterion,Gerousia,Nomothetai,Other_Institutions,Total_Institutions,phratriai,demoi,phylai,other_civic_subdivision,Proxenoi,Theorodokoi,Theorodokoi_Type,Panhellenic_Victors,Panhellenic_Victors_Specific_Games,Members_of_the_Delian_League,Stasis,Destruction,Type_of_Destruction,Andrapodismos,Destruction_of_urban_center,Dioikismos,Expulsion_of_population,Population_killed_off,Synoikismos,City_Walls,Political_Architecture,Temple,Theatre,Stoas,Gymnasia,Stadia,Hippodromes,Total_Public_Building_Types,Colonisation
none,none,none,none,none,checkbox,parallel,parallel,binary,checkbox,binary,binary,binary,binary,parallel,binary,binary,binary,binary,binary,binary,binary,binary,parallel,binary,parallel,binary,parallel,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,parallel,parallel
,,,,,"NR,Dem,Ol,Pol,Tyr,Bas",,,,"val1,val2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329-Epidauros,329,23,36.75,Epidaurios,NR,17,2,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505-Oine,505,24.41666667,36.75,Oinoaios,NR,25,3,0,val2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
496-Kos Meropis,496,24.5,36.75,,NR,25,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
484-Ikos,484,25.25,36.75,Ikios,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
498-Leros,498,27,36.75,Lerios,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500-Minoa,500,27.16666667,36.75,Minoetes,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
903-Knidos,903,27.66666667,36.75,Knidios,NR,39,4,1,val2,0,1,0,0,2,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,3
877-Aulai,877,28.16666667,36.75,Auliates,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872-Amos,872,28.25,36.75,Amios,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
894-Kalynda,894,28.83333333,36.75,Kalyndeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004-Side,1004,31.41666667,36.75,Sidetes,NR,43,4,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009-Mallos,1009,35.5,36.75,Marlotas/Mallotes,NR,43,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Kamarina,28,14.41666667,36.83333333,Kamarinaios,NR,2,4,1,val1,0,0,0,0,1,1,0,1,1,0,0,0,1,3,0,1,1,9,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1
319-Mothone,319,21.66666667,36.83333333,Mothonaios,NR,16,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
316-Korone,316,21.91666667,36.83333333,Koronaios,NR,16,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315-Kardamyle,315,22.25,36.83333333,Skardamylites,NR,16,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333-Gytheion,333,22.58333333,36.83333333,Gytheates,NR,17,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
472-Andros,472,25.83333333,36.83333333,Andrios,NR,25,4,0,val2,0,0,0,0,1,0,0,0,0,3,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,4
473-Arkesseia,473,25.91666667,36.83333333,Arkesieus,NR,25,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
497-Kythnos,497,27.25,36.83333333,Kythnios,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
895-Karbasyanda,895,28.58333333,36.83333333,Karbasyandeus,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
898-Kaunos,898,28.58333333,36.83333333,Kaunios,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
922-Passanda,922,28.58333333,36.83333333,Pasandeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007-Issos,1007,36.16666667,36.83333333,Isseus,NR,43,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495-Kos,495,25.66666667,36.91666667,Koos,NR,25,4,1,val2,1,0,0,0,3,0,0,1,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0
471-Anaphe,471,26,36.91666667,Anaphaios,"Dem,Ol",25,2,0,val2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928-Pyrnos,928,28.41666667,36.91666667,Pyrnios,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001-Aspendos,1001,31.16666667,36.91666667,Aspendios,NR,43,0,1,val2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
320-Pharai,320,22.16666667,37,Pharaiates,NR,16,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
332-Geronthrai,332,22.75,37,Geronthretes,NR,17,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
335-Kyphanta,335,23,37,Kyphantaseus,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519-Skiathos,519,24.75,37,Skiathios,NR,25,2,1,val2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485-Imbros,485,27,37,Imbrios,NR,25,4,1,val2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
936-Telemessos,936,27.33333333,37,Telemesseus,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
937-Termera,937,27.33333333,37,Termerues,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
873-Amynandeis,873,27.66666667,37,Amynandeis,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878-Bargasa,878,27.75,37,Pargaseus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
900-Keramos,900,28,37,Kerameus,NR,39,0,0,val2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
899-Kedreai,899,28.16666667,37,Kedreates,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1003-Perge,1003,30.83333333,37,Pergaios,NR,43,5,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Gela,17,14.25,37.08333333,Geloios/Geloaios,NR,2,4,1,val1,0,0,0,0,1,0,0,0,0,1,1,3,1,10,0,5,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,2,3
29-Kasmenai,29,14.83333333,37.08333333,Kasmenaios,Tyr,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10-Akrai,10,14.91666667,37.08333333,Akraios,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
47-Syrakousai,47,15.25,37.08333333,Syrakosios,Tyr,2,5,1,val1,0,0,1,0,3,0,0,1,0,1,1,3,1,10,0,19,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,21
322-Thouria,322,21,37.08333333,Thouriates,NR,16,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345-Sparta/Lakedaimon,345,22.5,37.08333333,Spariates/Lakedaimonios,NR,17,5,1,val1,0,1,0,0,2,0,0,1,1,3,0,0,1,15,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,7
509-Pholegandros,509,25.16666667,37.08333333,Pholegandrios,NR,25,2,1,val2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507-Paros,507,25.41666667,37.08333333,Parios,NR,25,3,1,val2,0,0,0,0,2,0,1,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3
504-Nisyros,504,26.83333333,37.08333333,Nisyrios,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
911-Lepsimandos,911,27.08333333,37.08333333,Lepsimandeus,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914-Myndos,914,27.25,37.08333333,Myndios,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0
920-Ouranion,920,27.25,37.08333333,Ouranietes,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
886-Halikarnassos,886,27.33333333,37.08333333,Halikarnasseus,NR,39,2,1,val2,0,0,0,0,2,0,0,0,0,1,0,0,1,3,1,1,1,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0
912-Medmasos,912,27.33333333,37.08333333,Mednaseus,"Dem,Tyr",39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
923-Pedasa,923,27.41666667,37.08333333,Pedaseus,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
931-Syangela/Theangela,931,27.58333333,37.08333333,Syangeleus/Theangeleus,NR,39,2,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
926-Pladasa,926,28.08333333,37.08333333,Pladasieus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893-Idyma,893,28.33333333,37.08333333,Idymeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918-Olaieis,918,28.33333333,37.08333333,Olaieis,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908-Kyllandos,908,28.41666667,37.08333333,Kyllandios,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46-Stielanaioi,46,14.91666667,37.16666667,,"Dem,Ol,Tyr",2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318-Messene/Ithome,318,21.91666667,37.16666667,Messenios/Ithome,NR,16,4,1,val1,0,0,0,0,1,0,0,0,0,3,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,4
341-Pellana,341,22.33333333,37.16666667,Pellaneus,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343-Sellasia,343,22.5,37.16666667,Sellasieus,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342-Prasiai,342,22.91666667,37.16666667,Brasiates,NR,17,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517-Sikinos,517,24.5,37.16666667,Sikinetes,"Dem,Ol",25,2,1,val2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896-Karyanda,896,27.5,37.16666667,Karyandeus,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
933-Taramptos,933,27.5,37.16666667,,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879-Bargylia,879,27.58333333,37.16666667,Bargylieus,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
901-Killareis,901,27.66666667,37.16666667,Killareis,Tyr,39,1,1,val2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
902-Kindye,902,27.66666667,37.16666667,Kindyeus,"Dem,Ol",39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
889-Hydisos,889,27.83333333,37.16666667,Hydisseus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33-Leontinoi,33,15,37.25,Leontinos,NR,2,4,0,val1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
317-Kyparissos,317,21.66666667,37.25,Kyparissieus,Dem,16,3,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323-Aigys,323,22.16666667,37.25,Aigyeus,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326-Belbina,326,22.25,37.25,Belbinetes,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891-Iasos,891,27.58333333,37.25,Iaseus,NR,39,2,1,val2,0,0,0,0,2,0,0,1,1,2,1,1,0,0,1,1,1,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
888-Hydaieis,888,27.66666667,37.25,Hydaieis,NR,39,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
913-Mylasa,913,27.83333333,37.25,Mylaseus,NR,39,0,1,val2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,0
892-Idrias,892,28.16666667,37.25,Edrieus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-Akragas,9,13.58333333,37.33333333,Akragantinos,NR,2,5,1,val1,1,0,0,0,3,0,0,0,0,1,1,3,1,13,0,7,1,2,0,1,0,0,0,0,1,1,1,0,1,0,0,0,2,0
314-Aulon,314,21.66666667,37.33333333,Aulonites,NR,16,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334-Kromnos,334,22.08333333,37.33333333,Kromnites,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270-Eutaia,270,22.33333333,37.33333333,,NR,14,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
339-Oios,339,22.41666667,37.33333333,Oiates,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331-Eua,331,22.66666667,37.33333333,Euitas,NR,17,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
324-Anthana,324,22.83333333,37.33333333,,NR,17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
349-Halieis,349,23.16666667,37.33333333,Halikos,NR,18,2,1,val1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,0
475-Astypalaia,475,24.83333333,37.33333333,Astypaleieus,NR,25,2,0,val2,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
881-Chalketor,881,27.66666667,37.33333333,Chlketoreus,Dem,39,1,0,val2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
905-Koliyrgeis,905,28.25,37.33333333,Koliyrgeis,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Herakleia,20,13.25,37.41666667,Herakleotes,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
19-Henna,19,14.25,37.41666667,Hennaios,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37-Morgantina,37,14.5,37.41666667,Morgantinos,NR,2,0,0,val1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
292-Phigaleia,292,21.33333333,37.41666667,Phigaleus,NR,14,3,0,val1,0,0,0,0,0,0,0,1,0,2,0,0,1,6,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
310-Pyrgos,310,21.66666667,37.41666667,,NR,15,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
306-Lepreon,306,21.75,37.41666667,Lepreatas,NR,15,3,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
280-Lykosoura,280,22,37.41666667,Lykourasios,"Dem,Ol",14,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
303-Trapezous,303,22.08333333,37.41666667,Trapezountios,NR,14,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
267-Asea,267,22.33333333,37.41666667,Aseates,NR,14,2,0,val1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
346-Thyrea,346,22.66666667,37.41666667,,"Bas,Dem,Ol",17,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350-Hermion,350,23.25,37.41666667,Hermioneus,NR,18,4,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
478-Chalke,478,25.25,37.41666667,Chalkeates,NR,25,2,0,val2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
514-Selenious,514,25.25,37.41666667,,NR,25,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
506-Panormos,506,25.33333333,37.41666667,,"Dem,Ol,Tyr",25,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
925-Pidasa,925,27.58333333,37.41666667,Pidaseus,NR,39,0,0,val2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
885-Euromos,885,27.66666667,37.41666667,Euromeus,Tyr,39,1,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
919-Olymos,919,27.75,37.41666667,Hylimeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523-Telos,523,24.93333333,37.43333333,Telios,"Dem,Ol",25,2,1,val2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30-Katane,30,15.08333333,37.5,Katanaios,Tyr,2,4,1,val1,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,1,5,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
271-Gortys,271,22.33333333,37.5,Kortynios,NR,14,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0
289-Pallantion,289,22.33333333,37.5,Pallanteus,NR,14,2,0,val1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
297-Tegea,297,22.41666667,37.5,Tegeatas,NR,14,4,1,val1,1,0,0,0,3,0,0,1,0,3,1,1,1,9,0,2,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0
357-Troizen,357,23.41666667,37.5,Troizenios,Ol,18,4,1,val1,0,0,0,0,2,0,0,1,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,2
360-Kalaureia,360,23.5,37.5,Kalaureates,"Bas,Dem,Ol,Tyr",19,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0
359-Belbina,359,23.91666667,37.5,Belbinetes,NR,19,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525-Thasos,525,25.16666667,37.5,Thasios,"Bas,Dem,Ol",25,4,1,val2,1,0,0,0,3,0,0,1,1,3,1,6,1,15,1,8,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,10
910-Latmos/Herakleia,910,27.5,37.5,Latmios/Herakleotes,NR,39,0,0,val2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
44-Selinous,44,12.83333333,37.58333333,Selinousios,NR,2,5,1,val1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,1,0,1,1,1,0,0,0,3,1
39-Mytistratos,39,14,37.58333333,Mystiserantinos,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31-Kentoripa,31,14.75,37.58333333,Kentoripinos,NR,2,0,1,val1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311-Skillous,311,21.58333333,37.58333333,Skillountios,NR,15,0,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307-Makiston,307,21.66666667,37.58333333,Makistios,NR,15,3,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
266-Alipheira,266,21.83333333,37.58333333,Alipheireus,NR,14,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
274-Heraia,274,21.83333333,37.58333333,Heraieus,NR,14,4,0,val1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
